target_symbol,uniprot_accession_number,clonality,clone_id,method,tissue_preservation,avr_pdf_filename,antibody_hubmap_id,host,rrid,catalog_number,lot_number,vendor_name,recombinant,organ,author_orcids,hgnc_id,isotype,concentration_value,dilution_factor,conjugate,cycle_number,fluorescent_reporter,manuscript_doi,protocol_doi,vendor_affiliation,organ_uberon_id,antigen_retrieval,omap_id,created_by_user_email,previous_version_id,next_version_id
MYL3,P08590,monoclonal,EPR4160,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff8b9280330e5929a6cd8eb0e5eb46/MYL3_OMAP-28.pdf,HBM988.BJWF.878,Rabbit,AB_2915970,ab247710,1050679-1,Abcam,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:7584,IgG,,200,Oligonucleotide,3,AF750,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
MSLN,Q13421,monoclonal,MSLN/2131,CODEX,FFPE,https://assets.hubmapconsortium.org/fffff4b5214814e3cb69a999f607b22e/MSLN_OMAP-28.pdf,HBM552.WSZV.787,Mouse,AB_2915968,ab237817,1081033-1,Abcam,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:7371,IgG2b,,200,Oligonucleotide,6,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
CD14,P08571,monoclonal,SP192,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff1b38b82be7326e256fa3df01c577/CD14_OMAP-28.pdf,HBM934.RBTP.398,Rabbit,AB_2889378,ab230903,1068219-2,Abcam,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:1628,IgG,,200,Oligonucleotide,8,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
GSN,P06396,monoclonal,D9W8Y,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff9a368b994c2206a2ae2d7902125f/GSN_OMAP-28.pdf,HBM296.MDTH.258,Rabbit,AB_3676224,57376SF,2,Cell Signaling Technology,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:4620,IgG,,200,Oligonucleotide,9,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
DCLK1,O15075,monoclonal,D2U3L,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffedeecdeb0ea767dc032213e00cb5/DCLK1_OMAP-28.pdf,HBM773.QSXM.385,Rabbit,AB_3676225,10208SF,1,Cell Signaling Technology,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:2700,IgG,,200,Oligonucleotide,10,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
HCN4,Q9Y3Q4,monoclonal,SHG 1E5,CODEX,FFPE,https://assets.hubmapconsortium.org/fffff11a4f5ffc9d33e71403aec4b8b3/HCN4_OMAP-28.pdf,HBM296.FQGG.833,Rat,AB_2248531,sc-58622,L1422,Santa Cruz Biotechnology,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:16882,IgG1,,200,Oligonucleotide,11,AF647,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
TBX5,Q99593,polyclonal,,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff6b868fb81446d481f86edffba9e7/TBX5_OMAP-28.pdf,HBM932.HFVG.557,Rabbit,AB_2533533,42-6500,RA231623,Thermo Fisher Scientific,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:11604,IgG,,200,Oligonucleotide,12,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
FASN,P49327,monoclonal,3F2-1F3,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffe57bb5ed498e7a52841dbfbd30b8/FASN_OMAP-28.pdf,HBM888.VNVD.277,Mouse,AB_538725,H00002194-M01,LA281-S2,Novus Biologicals,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:3594,IgG1 kappa,,200,Oligonucleotide,14,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
NCAM1,P13591,monoclonal,MRQ-42,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff560f3faa496effd26706174ccd91/NCAM1_OMAP-28.pdf,HBM982.MZPG.396,Rabbit,AB_3082973,156R,Q3932440,Cell Marque,Yes,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:7656,IgG1,,200,Oligonucleotide,15,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
PDPN,Q86YL7,monoclonal,NC-08,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff9365d35b7951aedbb0e664998c41/PDPN_OMAP-28.pdf,HBM373.TRLQ.844,Rat,AB_3082979,4250094,B392988,Akoya Biosciences,No,heart,"0000-0002-4184-482X, 0000-0002-9104-5567",HGNC:29602,IgG2a,,50,Oligonucleotide,18,Atto550,,10.17504/protocols.io.5jyl8pzodg2w/v2,,UBERON:0000948,,OMAP-28,LIZMC@pitt.edu,,
CD7,P09564,monoclonal,EPR22065,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff9d39e53463a4e8cba938c96cc0d3/CD7-CODEX_OMAP-26.pdf,HBM528.JDVV.663,Rabbit,AB_2924341,ab239755,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:1695,IgG,,200,Oligonucleotide,7,AF750,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-26,LIZMC@pitt.edu,,
MS4A1,P11836,monoclonal,SP32,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff2cc1a0726fc7b2526fea17f8990f/MS4A1-CODEX_OMAP-26.pdf,HBM966.PSNZ.327,Rabbit,AB_3678438,ab236434,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:7315,IgG,,200,Oligonucleotide,6,AF750,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-26,LIZMC@pitt.edu,,
COL4A1,P02462,monoclonal,EPR20966,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff7450133a31f1991bd40355517e83/COL4A1-CODEX_OMAP-26.pdf,HBM327.DXBZ.332,Rabbit,AB_3674383,ab226485,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:2202,IgG,,200,Oligonucleotide,10,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-26,LIZMC@pitt.edu,,
KRT7,P08729,monoclonal,EPR17078,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffffce234ade9b8763f89c23d34f14b1/KRT7-CODEX_OMAP-26.pdf,HBM392.PNPX.843,Rabbit,AB_3678443,ab220804,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:6445,IgG,,400,Oligonucleotide,12,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-26,LIZMC@pitt.edu,,
LAMB2,P55268,monoclonal,CL2979,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffffa298c8e57c71122d55b073defc37/LAMB2-CODEX_OMAP-27.pdf,HBM798.PBGX.469,Mouse,AB_3678439,ab210956,,Abcam,No,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:6487,IgG2a,,200,Oligonucleotide,8,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
COL4A1,P02462,monoclonal,EPR20966,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff7bd8a68a510900fc6de0dd459aa3/COL4A1-CODEX_OMAP-27.pdf,HBM657.JDTH.688,Rabbit,AB_3674383,ab226485,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:2202,IgG,,200,Oligonucleotide,10,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
CDH1,P12830,polyclonal,,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff9057e348493b3057da9a325d740b/CDH1-CODEX_OMAP-27.pdf,HBM629.WQXJ.286,Goat,AB_355568,AF748,,R&D Systems,No,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:1748,IgG,,200,Oligonucleotide,14,AF750,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
CTNNB1,P35222,monoclonal,E247,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff443bb49d78d6e47dcc49dd0f3534/CTNNB1-CODEX_OMAP-27.pdf,HBM947.XNCT.336,Rabbit,AB_2924408,ab196204,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:2514,IgG,,400,Oligonucleotide,11,Cy5,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
COL1A1,P02452,monoclonal,EPR7785,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff083ec9ff7af362ee1710686ef099/COL1A1-CODEX_OMAP-27.pdf,HBM229.XGDN.436,Rabbit,AB_2909621,ab215969,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:2197,IgG,,200,Oligonucleotide,12,Cy5,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
GATA3,P23771,monoclonal,L50-823,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffffbeb9660996930c900c84356a09aa/GATA3-CODEX_OMAP-27.pdf,HBM989.CZTS.832,Mouse,AB_3678534,ab282130,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:4172,IgG1,,200,Oligonucleotide,5,AF750,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
LCN2,P80188,monoclonal,EPR5084,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffffde8e4c897c5f4a8fe2937856c148/LCN2-CODEX_OMAP-27.pdf,HBM495.PLCT.543,Rabbit,AB_3678536,ab187969,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:6526,IgG,,100,Oligonucleotide,4,Atto550,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
SLC5A2,P31639,monoclonal,EPR29167-46,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff74c28dfe3a04ae88f0dac0ad3907/SLC5A2-CODEX_OMAP-27.pdf,HBM488.TLPS.483,Rabbit,AB_3678537,ab320087,,Abcam,Yes,kidney,"0000-0002-6124-7678, 0000-0002-1602-2082",HGNC:11037,IgG,,200,Oligonucleotide,8,AF750,10.1016/j.kint.2021.08.033,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-27,LIZMC@pitt.edu,,
FOXJ1,Q92949,monoclonal,2A5,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff9d49fd631e487457eb0bce4d2590/FOXJ1_OMAP-25.pdf,HBM296.THCB.293,Mouse,AB_1548835,14-9965-82,2712325,Thermo Fisher Scientific,No,lung,"0000-0001-7636-4992, 0000-0002-9185-3994",HGNC:3816,IgG1,,500,oligonucleotide,8,CY5/AF647,,10.17504/protocols.io.6qpvr38dpvmk/v3,,UBERON:0002048,9,OMAP-25,LIZMC@pitt.edu,,
VIP,P01282,polyclonal,,CyCIF,FFPE,https://assets.hubmapconsortium.org/ffffee379454e05f1832f9763affa72c/VIP-CyCIF_OMAP-24.pdf,HBM297.WTXZ.848,Rabbit,AB_572270,20077,2003001,Immunostar,No,pancreas,0009-0008-9946-8581,HGNC:12693,IgG,,250,Unconjugated,1,,,10.17504/protocols.io.261ger4djl47/v1,,UBERON:0001264,9,OMAP-24,LIZMC@pitt.edu,,
TH,P07101,polyclonal,,CyCIF,FFPE,https://assets.hubmapconsortium.org/ffff5610fcf8dd99d86deac959ec593d/TH-CyCIF_OMAP-24.pdf,HBM767.VZXV.638,Sheep,AB_90755,AB1542,3782123,MilliporeSigma,No,pancreas,0009-0008-9946-8581,HGNC:11782,IgG,,200,Unconjugated,2,,,10.17504/protocols.io.261ger4djl47/v1,,UBERON:0001264,9,OMAP-24,LIZMC@pitt.edu,,
UCHL1,P09936,monoclonal,EPR4118,CyCIF,FFPE,https://assets.hubmapconsortium.org/ffffa49fc2b332fff35393241794dc01/UCHL1-CyCIF_OMAP-24.pdf,HBM459.FLRP.667,Rabbit,AB_3676668,ab196173,10774454,Abcam,Yes,pancreas,0009-0008-9946-8581,HGNC:12513,IgG,,100,AF647,3,,,10.17504/protocols.io.261ger4djl47/v1,,UBERON:0001264,9,OMAP-24,LIZMC@pitt.edu,,
CD274,Q9NZQ7,monoclonal,REA1197,MICS,FFPE,https://assets.hubmapconsortium.org/ffff0477415e783236b673a283411c2a/CD274_AVR_OMAP_23.pdf,HBM896.HMLS.899,Human,AB_2811398,130-122-815,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:17635,IgG1,,50,PE,1,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
PDCD1,Q15116,monoclonal,REA1165,MICS,FFPE,https://assets.hubmapconsortium.org/ffff7d55faa0b44e22edf6a5349bfc0f/PDCD1_AVR_OMAP_23.pdf,HBM993.JNVQ.854,Human,AB_2752069,130-120-382,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:8760,IgG1,,25,PE,2,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
FOXP3,Q9BZS1,monoclonal,REA1253,MICS,FFPE,https://assets.hubmapconsortium.org/ffff9110b65d9b765cf89ff8b0b86ffb/FOXP3_AVR_OMAP_23.pdf,HBM226.CVMQ.399,Human,AB_2905207,130-127-808,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:6106,IgG1,,10,PE,3,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
CEACAM8,P31997,monoclonal,REA306,MICS,FFPE,https://assets.hubmapconsortium.org/ffff3dfded9f73f60f2cef6e5ae38df9/CEACAM8_AVR_OMAP_23.pdf,HBM438.SFQJ.352,Human,AB_2802056,130-123-694,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:1820,IgG1,,25,FITC,4,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
CD4,P01730,monoclonal,REA1307,MICS,FFPE,https://assets.hubmapconsortium.org/ffff810b67cb0eaff54a5cad87faaa21/CD4_AVR_OMAP_23.pdf,HBM476.JVQM.787,Human,AB_2921815,130-127-906,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:1678,IgG1,,50,PE,4,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
PECAM1,P16284,monoclonal,REA1312,MICS,FFPE,https://assets.hubmapconsortium.org/ffff1f5766938849676e6420f855ab9e/PECAM1_AVR_OMAP_23.pdf,HBM758.PVJF.656,Human,AB_2904938,130-128-769,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:8823,IgG1,,25,PE,7,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
ACTA2,P62736,monoclonal,REAL650,MICS,FFPE,https://assets.hubmapconsortium.org/ffff89edacc22f345570488ee23a1b6f/ACTA2_AVR_OMAP_23.pdf,HBM573.JKBP.268,Human,AB_2857589,130-123-363,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:130,IgG1,,50,FITC,10,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
NCAM1,P13591,monoclonal,MRQ-42,IMC,FFPE,https://assets.hubmapconsortium.org/ffffe96fbe00d15f08ba2bb53949106e/NCAM1-IMC-OMAP-8.pdf,HBM623.DRHF.336,Rabbit,AB_2864402,156R-94,,Cell Marque,No,placenta,0000-0002-8854-4517,HGNC:7656,IgG,,100,148Nd,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
CLDN5,O00501,monoclonal,4C3C2,IMC,FFPE,https://assets.hubmapconsortium.org/ffff0b0350d74b4e3cc8953ec98e8198/CLDN5-IMC-OMAP-8.pdf,HBM857.WRXP.284,Mouse,AB_2533200,35-2500,,Thermo Fisher Scientific,No,placenta,0000-0002-8854-4517,HGNC:2047,IgG1,,200,Unconjugated,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
CDH1,P12830,monoclonal,4A2,IMC,FFPE,https://assets.hubmapconsortium.org/ffff89bb1209657ca5a914ad02b9d653/CDH1-IMC-OMAP-8.pdf,HBM466.JVGJ.872,Mouse,AB_2814611,866702,,BioLegend,No,placenta,0000-0002-8854-4517,HGNC:1748,IgG1 kappa,,800,158Gd,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
CD8A,P01732,monoclonal,C8/144B,IMC,FFPE,https://assets.hubmapconsortium.org/ffff4b2b85e52df62a80d5603f8d5284/CD8A-IMC-OMAP-8.pdf,HBM564.TSBR.768,Mouse,AB_2650657,372902,,BioLegend,No,placenta,0000-0002-8854-4517,HGNC:1706,IgG1 kappa,,200,160Gd,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
COL15A1,P39059,polyclonal,,IMC,FFPE,https://assets.hubmapconsortium.org/ffffaedf6423887a9cfe3c0207544151/COL15A1-IMC-OMAP-8.pdf,HBM763.WHWF.967,Rabbit,AB_2899815,PA5-115179,,Thermo Fisher Scientific,No,placenta,0000-0002-8854-4517,HGNC:2192,IgG,,200,Unconjugated,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
MKI67,P46013,monoclonal,B56,IMC,FFPE,https://assets.hubmapconsortium.org/ffff2e5653a08e1b514df13dcb13f461/MKI67-IMC-OMAP-8.pdf,HBM567.KTKN.849,Mouse,AB_396287,556003,,BD Biosciences,No,placenta,0000-0002-8854-4517,HGNC:7107,IgG1 kappa,,250,168Er,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
ACTA2,P62736,monoclonal,1A4,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffff8438b152de2a7d3c20788a87b351/ACTA2_SIMS_OMAP5.pdf,HBM833.VVKL.274,Mouse,AB_2890139,3141017D,BN 2491903,Fluidigm,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:130,IgG2a,,500,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
MKI67,P46013,monoclonal,Ki-67,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffffccc0aa717fd2b1505fa0e5050618/MKI67_SIMS_OMAP5.pdf,HBM748.DLNL.853,Mouse,AB_2797703,9449S,,Cell Signaling Technology,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:7107,IgG1,,200,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
COL1A1,P02452,monoclonal,EPR7785,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffffd7607c1e96162274e92fb4c9ff3f/COL1A1_SIMS_OMAP5.pdf,HBM988.HVZF.633,Rabbit,AB_2909621,ab215969,,Abcam,Yes,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:2197,IgG,,1000,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
FCGR2B,P31994,monoclonal,FUN-2,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffff1e803709558b27d90a0a47ef8c02/FCGR2B_SIMS_OMAP5.pdf,HBM944.PPVH.342,Mouse,AB_2909617,3153018B,BN 1531531,Fluidigm,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:3618,IgG2b,,200,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
TMPRSS2,O15393,monoclonal,EPR3861,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffffe9156349077c52b6e3e7df979a78/TMPRSS2_CellDIVE_OMAP7.pdf,HBM639.GNJM.274,Rabbit,AB_2905504,ab239905,GR329302-2
GR3293024-4,Abcam,Yes,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:11876,IgG,5,,Cy3,4,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
CTSL,P07711,monoclonal,33/2,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff6bc0381571dc19e836dc83b6fdce/CTSL_CellDIVE_OMAP7.pdf,HBM457.WQZX.265,Mouse,AB_10124480,NB100-1775,07M4845V,Novus Biologicals,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:2537,IgG1,10,,Cy5,4,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
CD8A,P10966,monoclonal,C8/144B,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff9b80b1e9ecf0ed66d693a065eb58/CD8A_CellDIVE_OMAP7.pdf,HBM895.KZWB.896,Mouse,AB_2075537,M7103,20071297,Dako,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:1707,IgG1 kappa,5,,Cy5,11,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
NANOS2,P35228,monoclonal,400000,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff902791006aa379e0dbf89265acf9/NOS2_CellDIVE_OMAP7.pdf,HBM494.QJZV.789,Mouse,AB_2905500,NBP2-22119,A-4,Novus Biologicals,Yes,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:7873,IgG1,5,,Cy5,2,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
ACTA2,P62736,monoclonal,1A4,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff698a0ad75c1caa41bf657125ab85/ACTA2_CellDIVE_OMAP7.pdf,HBM628.KRBN.425,Mouse,AB_476856,C6198,127M4859V,Sigma,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:130,IgG2a,2.5,,Cy3,14,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
LYVE1,Q9Y5Y7,polyclonal,,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff2abe6ed81fdb00672c700b91ce87/LYVE1_CellDIVE_OMAP7.pdf,HBM695.QZSM.892,Goat,AB_355144,AF2089-SP,KPY0120121,R&D Systems,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:14687,IgG,7.5,,Cy3,3,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
B3GAT1,Q9P2W7,monoclonal,HCD57,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff58d5a12489f96459555dab343309/B3GAT1_CODEX_OMAP-2.pdf,HBM947.JBZK.548,Mouse,AB_535988,322302,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:921,IgG1 kappa,,200,Oligonucleotide,3,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000063,,OMAP-2,LIZMC@pitt.edu,,
CD74,P04233,monoclonal,L243,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff4517622c20af1bc03e33009be0eb/CD74_CODEX_OMAP-2.pdf,HBM499.SJRM.454,Mouse,AB_2562826,307651,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:1697,IgG2a kappa,,200,Oligonucleotide,5,AF488,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000068,,OMAP-2,LIZMC@pitt.edu,,
FUT4,P22083,monoclonal,HI98,CODEX,fresh frozen,https://assets.hubmapconsortium.org/fffffc16f2d818a267000abdd50e0299/FUT4_CODEX_OMAP-2.pdf,HBM256.ZBJC.923,Mouse,AB_395800,555400,,BD Biosciences,No,intestine,0000-0001-9961-7673,HGNC:4015,IgM kappa,,200,Oligonucleotide,7,AF488,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000074,,OMAP-2,LIZMC@pitt.edu,,
IL3RA,P26951,monoclonal,7G3,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffed9cbc45036f6093a952588faad7/IL3RA_CODEX_OMAP-2.pdf,HBM835.ZWGR.378,Mouse,AB_395455,554527,,BD Biosciences,No,intestine,0000-0001-9961-7673,HGNC:6012,IgG2a kappa,,50,Oligonucleotide,7,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000076,,OMAP-2,LIZMC@pitt.edu,,
ITLN1,Q8WWA0,polyclonal,,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffb5205bbce5d6b957b46007c008db/ITLN1_CODEX_OMAP-2.pdf,HBM793.XFNV.269,Sheep,AB_2129678,AF4254,,R&D Systems,No,intestine,0000-0001-9961-7673,HGNC:18259,IgG,,200,Oligonucleotide,14,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000095,,OMAP-2,LIZMC@pitt.edu,,
