cnt,period_start_month,class_display,age_at_visit,gender,race_display,ethnicity_display
805,,ambulatory,56,female,,not hispanic or latino
805,,ambulatory,50,female,white,
804,,ambulatory,76,,white,
804,,ambulatory,75,,white,
803,,,54,female,,not hispanic or latino
803,,ambulatory,60,male,white,
802,,,60,male,white,not hispanic or latino
802,,,39,female,white,
802,,ambulatory,73,,white,
801,,ambulatory,4,,white,
800,,ambulatory,35,,white,not hispanic or latino
799,,,35,female,,
799,,ambulatory,62,male,,not hispanic or latino
799,,ambulatory,59,male,white,not hispanic or latino
798,,,70,,white,not hispanic or latino
798,,,40,male,,
798,,,36,female,,
798,,ambulatory,16,,white,not hispanic or latino
797,,,65,male,,not hispanic or latino
797,,ambulatory,15,,white,
796,,,62,male,white,not hispanic or latino
796,,,13,,,
796,,inpatient encounter,,female,white,not hispanic or latino
795,,ambulatory,52,female,,not hispanic or latino
794,,ambulatory,79,male,,not hispanic or latino
794,,ambulatory,60,male,,not hispanic or latino
794,,ambulatory,56,male,white,not hispanic or latino
794,,ambulatory,48,female,white,not hispanic or latino
794,,ambulatory,17,,white,
793,,,65,male,white,
792,,,40,female,white,not hispanic or latino
791,,ambulatory,68,,,not hispanic or latino
791,2/1/2014,,,female,,
790,,,63,female,,
790,,ambulatory,79,male,white,not hispanic or latino
789,,,58,female,white,not hispanic or latino
789,,,48,male,,
789,,,14,,white,not hispanic or latino
789,,ambulatory,56,female,white,not hispanic or latino
788,,,53,female,,
788,,ambulatory,37,female,,
788,3/1/2014,,,,,
787,,,67,,white,
787,,,17,,white,not hispanic or latino
787,,ambulatory,14,,white,
786,,,55,female,,not hispanic or latino
786,,,51,female,white,not hispanic or latino
786,,,38,female,,not hispanic or latino
785,,,64,male,white,
785,,,63,female,white,
785,,ambulatory,18,female,,
784,,ambulatory,52,female,white,
784,,ambulatory,45,female,white,not hispanic or latino
783,,ambulatory,30,,white,
781,,,44,male,,
781,,,2,male,,not hispanic or latino
780,,ambulatory,50,female,white,not hispanic or latino
779,,,57,male,,not hispanic or latino
779,,ambulatory,70,,white,
778,,ambulatory,39,female,white,
777,,,1,female,white,not hispanic or latino
777,,ambulatory,58,female,white,
777,2/1/2014,ambulatory,,female,,
776,,,64,male,,not hispanic or latino
776,,ambulatory,62,male,white,not hispanic or latino
774,,,77,male,,not hispanic or latino
774,,,52,male,white,not hispanic or latino
774,,,41,male,,not hispanic or latino
774,,ambulatory,55,female,,
773,,,54,female,white,
773,,ambulatory,73,,,not hispanic or latino
773,,ambulatory,69,,white,not hispanic or latino
773,,ambulatory,40,female,white,not hispanic or latino
772,,ambulatory,41,male,,
771,,ambulatory,13,,,
770,,,63,female,,not hispanic or latino
770,,ambulatory,54,female,,
770,,ambulatory,38,female,,not hispanic or latino
770,,ambulatory,2,male,,not hispanic or latino
769,,,,female,asian,
769,,,77,male,white,not hispanic or latino
769,,,53,female,,not hispanic or latino
769,,,4,,white,not hispanic or latino
769,,,36,female,white,
769,,ambulatory,58,female,,not hispanic or latino
768,4/1/2021,,,,,
767,,,64,female,,
767,,ambulatory,70,,,not hispanic or latino
766,,,63,female,white,not hispanic or latino
766,,ambulatory,60,male,white,not hispanic or latino
766,,ambulatory,48,male,,
766,,ambulatory,34,female,,
765,,,65,male,white,not hispanic or latino
765,,,55,female,white,
765,,,43,female,white,
765,,,37,female,white,
765,,ambulatory,51,female,,not hispanic or latino
764,,ambulatory,77,male,,
764,,ambulatory,73,,white,not hispanic or latino
764,,ambulatory,68,,white,not hispanic or latino
764,,ambulatory,67,,,
764,,ambulatory,23,,,
762,,,61,male,,
761,,ambulatory,51,female,white,
760,,ambulatory,77,male,white,
760,,ambulatory,57,male,,
760,,ambulatory,52,male,white,
760,,ambulatory,1,female,white,not hispanic or latino
759,,,3,male,,
759,,inpatient encounter,,male,white,
758,,,57,male,white,
758,,ambulatory,52,female,white,not hispanic or latino
757,,,23,,white,
757,,ambulatory,15,,white,not hispanic or latino
755,,,2,male,white,
755,3/1/2014,ambulatory,,,,
754,,,30,,,not hispanic or latino
753,,,67,,white,not hispanic or latino
753,,ambulatory,33,,white,not hispanic or latino
752,,,64,male,white,not hispanic or latino
751,,,54,female,white,not hispanic or latino
751,,ambulatory,55,female,,not hispanic or latino
751,,ambulatory,54,female,,not hispanic or latino
750,,,40,male,,not hispanic or latino
750,,,23,,,not hispanic or latino
747,,,64,female,,not hispanic or latino
746,,ambulatory,2,male,white,
746,,ambulatory,17,,white,not hispanic or latino
746,,ambulatory,14,,white,not hispanic or latino
745,,ambulatory,64,male,,
745,,ambulatory,29,,,not hispanic or latino
744,,ambulatory,44,male,,
743,,,55,female,white,not hispanic or latino
743,,ambulatory,63,female,,
743,,ambulatory,3,male,,
742,,,26,,white,
742,,,18,female,,not hispanic or latino
742,,ambulatory,58,female,white,not hispanic or latino
741,,ambulatory,4,,white,not hispanic or latino
740,,ambulatory,37,female,white,
738,,ambulatory,63,female,white,
737,,,44,male,,not hispanic or latino
736,,,49,male,white,
736,,,48,male,white,
736,,,0,female,white,not hispanic or latino
736,,ambulatory,41,male,,not hispanic or latino
736,2/1/2014,,,female,,not hispanic or latino
735,,,13,,,not hispanic or latino
735,,ambulatory,70,,white,not hispanic or latino
735,,ambulatory,64,female,,
735,,ambulatory,55,female,white,
735,,ambulatory,35,female,,
733,,,47,female,,
733,,,43,female,white,not hispanic or latino
733,,,39,female,,not hispanic or latino
733,3/1/2014,,,,,not hispanic or latino
732,,,43,male,,
731,,,74,,,
731,,,61,male,white,
731,,,53,female,white,
731,,,26,,,not hispanic or latino
731,,inpatient encounter,,male,,not hispanic or latino
729,,ambulatory,43,female,white,
729,,ambulatory,0,female,white,not hispanic or latino
728,,,38,female,white,not hispanic or latino
728,2/1/2014,,,female,white,
727,,,18,male,,
727,,ambulatory,67,,,not hispanic or latino
726,,,61,male,,not hispanic or latino
726,,,57,male,white,not hispanic or latino
726,,,34,female,white,
726,,ambulatory,63,female,,not hispanic or latino
726,,ambulatory,57,male,,not hispanic or latino
726,,ambulatory,26,,,
726,4/1/2021,,,,,not hispanic or latino
725,,,74,,white,
725,4/1/2021,ambulatory,,,,
723,,,29,,white,not hispanic or latino
722,,,47,female,,not hispanic or latino
722,,ambulatory,63,female,white,not hispanic or latino
722,2/1/2014,ambulatory,,female,,not hispanic or latino
721,,,18,female,white,
721,,ambulatory,54,female,white,
720,,ambulatory,,female,asian,
720,,ambulatory,64,male,white,
720,,ambulatory,61,male,,
719,,,65,female,,
719,,,44,male,white,
719,,ambulatory,52,male,white,not hispanic or latino
718,,,42,male,white,
718,,ambulatory,49,male,white,
717,,ambulatory,38,female,white,not hispanic or latino
716,,ambulatory,18,female,,not hispanic or latino
715,,,34,female,,not hispanic or latino
715,,ambulatory,64,female,,not hispanic or latino
715,,ambulatory,40,male,,
715,2/1/2014,ambulatory,,female,white,
714,,,53,female,white,not hispanic or latino
714,,ambulatory,51,female,white,not hispanic or latino
714,,ambulatory,23,,white,
713,,ambulatory,55,female,white,not hispanic or latino
713,,ambulatory,48,male,white,
713,,ambulatory,18,male,,
712,,,35,female,white,
712,,,3,male,,not hispanic or latino
712,,,2,male,white,not hispanic or latino
712,,ambulatory,53,female,,
711,,ambulatory,77,male,,not hispanic or latino
711,,ambulatory,64,male,,not hispanic or latino
711,,ambulatory,13,,,not hispanic or latino
711,3/1/2014,,,,white,
710,,ambulatory,39,female,,not hispanic or latino
710,,ambulatory,36,female,,
709,,,31,female,,
709,,ambulatory,23,,,not hispanic or latino
708,,ambulatory,57,male,white,
707,,ambulatory,77,male,white,not hispanic or latino
706,3/1/2014,ambulatory,,,,not hispanic or latino
705,,,76,,,not hispanic or latino
705,,,49,male,white,not hispanic or latino
705,3/1/2021,,,,,
704,,ambulatory,2,male,white,not hispanic or latino
703,,,5,,,
703,,,23,,white,not hispanic or latino
703,,ambulatory,54,female,white,not hispanic or latino
702,,,48,male,,not hispanic or latino
701,,,12,,,
701,,ambulatory,43,female,white,not hispanic or latino
700,,,3,male,white,
700,,,25,female,,
700,,ambulatory,44,male,,not hispanic or latino
699,,,64,female,white,
698,,,,female,asian,not hispanic or latino
697,,,43,male,,not hispanic or latino
696,,,76,,white,not hispanic or latino
696,,,66,male,,
696,,,61,male,white,not hispanic or latino
696,,ambulatory,3,male,,not hispanic or latino
696,,ambulatory,18,female,white,
695,,,82,,,
695,,,65,female,,not hispanic or latino
695,,ambulatory,65,male,,
694,,ambulatory,43,male,,
693,,ambulatory,74,,,
693,,ambulatory,53,female,,not hispanic or latino
692,,,82,,white,
692,,ambulatory,42,male,white,
691,,,58,male,,
690,,ambulatory,61,male,white,
689,,,45,male,,
689,,,30,,white,not hispanic or latino
689,,ambulatory,74,,white,
689,,ambulatory,47,female,,
689,5/1/2021,,,,,
688,,,39,female,white,not hispanic or latino
688,,ambulatory,34,female,white,
687,,,76,male,,
687,,ambulatory,64,male,white,not hispanic or latino
687,,ambulatory,49,male,white,not hispanic or latino
687,,ambulatory,36,female,white,
687,2/1/2014,,,male,,
686,,ambulatory,61,male,,not hispanic or latino
685,,,75,,,not hispanic or latino
685,,ambulatory,44,male,white,
685,,ambulatory,3,male,white,
683,,,47,female,white,
683,,,46,male,,
683,4/1/2021,,,,white,
683,4/1/2021,ambulatory,,,,not hispanic or latino
682,,,76,male,white,
681,,,6,,,
681,,,20,,,
680,,ambulatory,30,,,not hispanic or latino
679,,,64,female,white,not hispanic or latino
679,,,44,male,white,not hispanic or latino
679,,ambulatory,48,male,,not hispanic or latino
679,,ambulatory,47,female,,not hispanic or latino
679,3/1/2014,ambulatory,,,white,
678,,,66,male,white,
677,,,74,,,not hispanic or latino
676,,ambulatory,57,male,white,not hispanic or latino
676,,ambulatory,34,female,,not hispanic or latino
675,2/1/2014,,,female,white,not hispanic or latino
674,,,26,,white,not hispanic or latino
673,,,75,,white,not hispanic or latino
673,,,47,female,white,not hispanic or latino
673,,,24,,,
673,,ambulatory,5,,,
672,,,74,,white,not hispanic or latino
672,,inpatient encounter,,male,white,not hispanic or latino
672,,ambulatory,67,,white,
672,,ambulatory,31,female,,
672,2/1/2014,ambulatory,,male,,
671,,,63,male,,
671,,ambulatory,40,male,,not hispanic or latino
671,,ambulatory,12,,,
669,,,19,female,,
668,,,18,male,,not hispanic or latino
668,,ambulatory,64,female,white,
667,,,42,male,white,not hispanic or latino
667,,ambulatory,65,male,,not hispanic or latino
667,3/1/2021,,,,,not hispanic or latino
666,,,66,male,,not hispanic or latino
666,,ambulatory,65,male,white,
666,,ambulatory,39,female,white,not hispanic or latino
663,,,18,male,white,
663,,ambulatory,43,male,,not hispanic or latino
662,,ambulatory,23,,white,not hispanic or latino
662,2/1/2014,ambulatory,,female,white,not hispanic or latino
661,,,32,female,,
661,,ambulatory,45,male,,
661,,ambulatory,26,,white,
660,,,37,female,,not hispanic or latino
659,2/1/2014,,,male,,not hispanic or latino
658,,,69,male,,
658,,,58,male,,not hispanic or latino
658,,,3,male,white,not hispanic or latino
658,,ambulatory,76,,,not hispanic or latino
658,,ambulatory,35,female,white,
658,3/1/2014,,,,white,not hispanic or latino
657,,ambulatory,61,male,white,not hispanic or latino
657,,ambulatory,18,male,,not hispanic or latino
656,,,80,male,,
656,,,35,female,,not hispanic or latino
656,,,13,,white,
656,,ambulatory,53,female,white,
655,,,48,male,white,not hispanic or latino
655,,,18,female,white,not hispanic or latino
655,,ambulatory,65,female,,
655,,ambulatory,6,,,
655,,ambulatory,29,,white,not hispanic or latino
654,,,82,,,not hispanic or latino
654,,ambulatory,26,,,not hispanic or latino
653,,,80,male,white,
653,,ambulatory,76,male,,
652,,ambulatory,,female,asian,not hispanic or latino
652,,ambulatory,19,female,,
651,,,82,,white,not hispanic or latino
650,,,71,male,,
650,,,31,female,,not hispanic or latino
650,,ambulatory,76,,white,not hispanic or latino
650,5/1/2021,,,,,not hispanic or latino
649,,,66,male,white,not hispanic or latino
649,,ambulatory,58,male,,
649,,ambulatory,18,male,white,
649,3/1/2021,ambulatory,,,,
648,,ambulatory,76,male,white,
648,,ambulatory,64,female,white,not hispanic or latino
647,,,45,male,,not hispanic or latino
647,,,45,male,white,
647,,,41,male,white,
646,,,5,,,not hispanic or latino
646,,ambulatory,42,male,white,not hispanic or latino
645,,,8,,,
645,,ambulatory,44,male,white,not hispanic or latino
644,,,25,female,white,
644,4/1/2021,,,,white,not hispanic or latino
644,4/1/2021,ambulatory,,,white,
644,2/1/2014,ambulatory,,male,,not hispanic or latino
643,,,34,female,white,not hispanic or latino
643,,ambulatory,63,male,,
643,,ambulatory,47,female,white,
643,,ambulatory,3,male,white,not hispanic or latino
641,,ambulatory,74,,,not hispanic or latino
640,,,9,,,
640,,,10,,,
640,,ambulatory,20,,,
639,,ambulatory,67,,white,not hispanic or latino
639,,ambulatory,65,male,white,not hispanic or latino
639,,ambulatory,53,female,white,not hispanic or latino
639,,ambulatory,46,male,,
638,,,7,,,
638,,,5,,white,
638,,,28,female,,
638,,ambulatory,74,,white,not hispanic or latino
638,5/1/2021,ambulatory,,,,
637,,,12,,,not hispanic or latino
637,,ambulatory,13,,white,
635,,,63,male,,not hispanic or latino
635,,ambulatory,37,female,,not hispanic or latino
634,,ambulatory,47,female,white,not hispanic or latino
633,,,58,male,white,
633,,,46,male,,not hispanic or latino
632,,,63,male,white,
632,,ambulatory,65,female,,not hispanic or latino
632,,ambulatory,48,male,white,not hispanic or latino
632,3/1/2014,ambulatory,,,white,not hispanic or latino
631,,,80,male,,not hispanic or latino
631,,ambulatory,18,female,white,not hispanic or latino
630,,ambulatory,66,male,,
629,,,37,male,,
629,,,36,female,,not hispanic or latino
629,,,25,female,,not hispanic or latino
628,,,80,male,white,not hispanic or latino
626,,,6,,,not hispanic or latino
626,,,20,,,not hispanic or latino
625,,ambulatory,25,female,,
624,,,27,,,
623,,,72,male,,
623,3/1/2021,,,,white,
622,,ambulatory,45,male,,not hispanic or latino
621,,,75,male,,
620,,,71,male,,not hispanic or latino
619,,,69,male,white,
619,,ambulatory,5,,,not hispanic or latino
619,,ambulatory,45,male,white,
618,,ambulatory,69,male,,
617,,ambulatory,75,,,not hispanic or latino
617,,ambulatory,31,female,,not hispanic or latino
617,2/1/2014,,,male,white,
616,,,6,,white,
616,,,40,male,white,
616,,ambulatory,58,male,,not hispanic or latino
616,,ambulatory,30,,white,not hispanic or latino
616,5/1/2021,,,,white,
615,,,47,male,,
614,,,70,male,,
613,,,37,female,white,not hispanic or latino
613,,ambulatory,24,,,
612,,,24,,white,
612,,ambulatory,66,male,white,
612,,ambulatory,5,,white,
612,3/1/2021,ambulatory,,,,not hispanic or latino
611,,,68,male,,
611,,,45,male,white,not hispanic or latino
611,,,41,male,white,not hispanic or latino
611,,,20,,white,
611,,,19,female,,not hispanic or latino
611,,,18,male,white,not hispanic or latino
611,,ambulatory,32,female,,
610,,,46,male,white,
610,,ambulatory,12,,,not hispanic or latino
609,,ambulatory,8,,,
609,,ambulatory,41,male,white,
608,,,75,male,white,
608,,,71,male,white,
608,,ambulatory,75,,white,not hispanic or latino
607,,,32,female,white,
607,,,11,,,
607,,ambulatory,63,male,,not hispanic or latino
607,,ambulatory,34,female,white,not hispanic or latino
606,,,72,male,white,
606,,,31,female,white,
606,,ambulatory,10,,,
605,,,24,,,not hispanic or latino
605,,,12,,white,
605,,ambulatory,9,,,
605,,ambulatory,63,male,white,
605,,ambulatory,26,,white,not hispanic or latino
605,4/1/2021,ambulatory,,,white,not hispanic or latino
605,2/1/2014,ambulatory,,male,white,
604,,ambulatory,6,,,not hispanic or latino
603,,,58,male,white,not hispanic or latino
603,,,34,male,,
603,,,13,,white,not hispanic or latino
603,,ambulatory,7,,,
603,,ambulatory,28,female,,
602,,ambulatory,66,male,,not hispanic or latino
602,,ambulatory,35,female,,not hispanic or latino
601,,,36,female,white,not hispanic or latino
600,,ambulatory,18,male,white,not hispanic or latino
600,5/1/2021,ambulatory,,,,not hispanic or latino
599,,ambulatory,82,,,
599,,ambulatory,58,male,white,
597,,,63,male,white,not hispanic or latino
597,,ambulatory,19,female,,not hispanic or latino
596,,ambulatory,82,,white,
596,,ambulatory,71,male,,
595,,ambulatory,6,,white,
594,,ambulatory,80,male,,
592,,,65,female,white,
591,,,21,,,
591,,ambulatory,80,male,white,
591,,ambulatory,20,,,not hispanic or latino
591,6/1/2021,,,,,
591,3/1/2021,,,,white,not hispanic or latino
590,,,37,male,,not hispanic or latino
590,,,10,,,not hispanic or latino
590,,ambulatory,46,male,,not hispanic or latino
